,author_id,title,country,reviews,date,total_reviews_written,upvote,reviewer_name,ratings,start_time,end_time,price,speed,website,service,quality,quality_sentiment,quality_match,det_word,asp_word
0,60727604f85d750870550764,"Rushed onboarding, brusk customer support, confusion around pricing, but platform works",SG,"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",2021-04-11T04:07:32.000Z,3,0,Jordan,2.0,2021-05-28 12:49:08.954908,2021-05-28 12:49:09.135818,['i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team\nthe sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research\nfollowing this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem\nmy experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero\nall that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky'],[],[],[],"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",0.11947751322751324,"['web', packaging]",web,packaging
1,60727604f85d750870550764,"Rushed onboarding, brusk customer support, confusion around pricing, but platform works",SG,"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",2021-04-11T04:07:32.000Z,3,0,Jordan,2.0,2021-05-28 12:49:08.954908,2021-05-28 12:49:09.135818,['i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team\nthe sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research\nfollowing this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem\nmy experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero\nall that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky'],[],[],[],"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",0.11947751322751324,"['definitely', packaging]",definitely,packaging
2,60727604f85d750870550764,"Rushed onboarding, brusk customer support, confusion around pricing, but platform works",SG,"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",2021-04-11T04:07:32.000Z,3,0,Jordan,2.0,2021-05-28 12:49:08.954908,2021-05-28 12:49:09.135818,['i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team\nthe sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research\nfollowing this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem\nmy experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero\nall that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky'],[],[],[],"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",0.11947751322751324,"['customer', packaging]",customer,packaging
3,60727604f85d750870550764,"Rushed onboarding, brusk customer support, confusion around pricing, but platform works",SG,"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",2021-04-11T04:07:32.000Z,3,0,Jordan,2.0,2021-05-28 12:49:08.954908,2021-05-28 12:49:09.135818,['i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team\nthe sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research\nfollowing this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem\nmy experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero\nall that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky'],[],[],[],"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",0.11947751322751324,"['when', packaging]",when,packaging
4,60727604f85d750870550764,"Rushed onboarding, brusk customer support, confusion around pricing, but platform works",SG,"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",2021-04-11T04:07:32.000Z,3,0,Jordan,2.0,2021-05-28 12:49:08.954908,2021-05-28 12:49:09.135818,['i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team\nthe sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research\nfollowing this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem\nmy experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero\nall that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky'],[],[],[],"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",0.11947751322751324,"['shipping', packaging]",shipping,packaging
5,60727604f85d750870550764,"Rushed onboarding, brusk customer support, confusion around pricing, but platform works",SG,"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",2021-04-11T04:07:32.000Z,3,0,Jordan,2.0,2021-05-28 12:49:08.954908,2021-05-28 12:49:09.135818,['i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team\nthe sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research\nfollowing this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem\nmy experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero\nall that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky'],[],[],[],"i reviewed the myriad choices for 3rd party fulfillment direct to customer after extensive analysis of price and reviews i landed on shiphero i was attracted to the idea of zoneless postage pricing and found the company voice to be clear and concise i reached out and started a conversation with their sales team
the sales agent was clear but curt i did appreciate that they did not attempt to follow up with me when i delayed for a significant period when i did eventually confirm that i was moving forward we scheduled a call for sales onboarding this call was entirely too rushed i could barely follow what the agent was talking about as we walked through the product user interface which isnt a great feeling after youve finally pulled the trigger after careful and thorough research
following this i was handed off to a customer support representative dedicated to onboarding this person was definitely less curt but she failed to correctly enter the type of packaging that i wanted to use for my product and the web app has limited ability to enter certain information about your product including what kind of package you want to use thats something id love to have control over i definitely dont want to be reaching out to customer support when something like that changes as a result a heavier package was used and the shipping cost increased once you finish your onboarding with shiphero you can only contact customer support through the chat widget within the app so i began communicating with the to fix the problem
my experience with inapp customer support has been soso they say 20 minute average response time but ive experiencing nothing shorter than 24 hour responses it may not help that im in a timezone outside of the us my interactions with these support agents have also been quite curt though they did eventually solve the problem however the pricing on the shiphero website is not clear when your unit weight is around 1lb apparently anything from 15oz to 16oz is rounded up to a pound which i could not find clear language around on the pricing page so now im paying more than i initially calculated for shipping which was part of the reason why i chose shiphero
all that aside my experience with sending inventory is so far smooth and the product is going out to customers as expected in reality this is the most important part of their business so i do appreciate that things are working correctly but my interactions with customer support have definitely left much to be desired i hope that as time moves forward my impression will continue to improve its just a bit of a shame that my first impression is a bit murky",0.11947751322751324,"['only', packaging]",only,packaging
